3.0,2.5270481739039057
4.0,2.8620079705299326
5.0,2.9431509147606043
6.0,2.6501070227906025
7.0,2.704816329888744
8.0,2.4799043689419964
9.0,2.0610509848696656
10.0,2.1466896101270123
11.0,2.24666261457447
12.0,2.383962910743091
13.0,2.2343335073364843
14.0,1.919063997374899
15.0,1.672053122506687
16.0,1.8478734653309785
17.0,2.2556326606151984
18.0,2.6737775979115304
19.0,2.5265438678562946
20.0,2.316635320243201
21.0,2.0616930946080103
22.0,2.029377481988484
23.0,1.9505989590844697
24.0,2.0541191519015487
25.0,1.88566002649435
26.0,1.6873765228779765
27.0,1.3175917054419237
28.0,1.1015289671327337
29.0,0.858365589878087
30.0,0.8719163778089534
31.0,1.4163428931162203
32.0,2.0836792144973306
33.0,2.8494625815770154
34.0,3.09634108788436
35.0,3.386745114327569
36.0,3.3772425000113167
37.0,3.365424529896092
38.0,3.1414502995228606
39.0,2.7485798051829597
40.0,2.4249682739065253
41.0,2.1604339311220566
42.0,2.050004753157072
43.0,2.0170507018236266
44.0,1.8718359023867435
45.0,1.8215706545441797
46.0,1.605812036278159
47.0,1.5124207947705055
48.0,1.308498858879982
49.0,1.1736932185979962
50.0,1.0792033469520235
51.0,1.037766705452877
52.0,1.022580599896399
53.0,1.101024571360762
54.0,1.2101318230375508
55.0,1.590106855437584
56.0,1.8290691730237707
57.0,1.9497122105723625
58.0,1.9726352081780534
59.0,1.8580376901406341
60.0,1.8186387146050156
61.0,1.7456929517900814
62.0,2.3238358933982157
63.0,2.9348961788065457
64.0,3.200173542735943
65.0,2.8915051412661312
66.0,2.643394601567386
67.0,2.4158941917829195
68.0,2.393285670014536
69.0,2.2903853692825806
70.0,2.530561617484774
71.0,2.8609706056048667
72.0,2.992030560160083
73.0,2.65405540862028
74.0,2.2862800184452627
75.0,2.3086429789622214
76.0,2.4962853533636515
77.0,2.327885563509805
78.0,2.2160287914942884
79.0,2.0520571755188652
80.0,1.9083798654894797
81.0,1.7434003877778825
82.0,1.5885526891427797
83.0,1.8923612328797348
84.0,2.0430647034586453
85.0,2.1741878947763
86.0,1.8525917226940156
87.0,1.8630880793678584
88.0,1.9801316560742428
89.0,2.09921433724515
90.0,1.8822086588128955
91.0,1.6648002164121387
92.0,1.724660371808709
93.0,1.746260448802313
94.0,1.8070215927150193
95.0,1.9432292902081802
96.0,2.0766950756389084
97.0,2.434737233377808
98.0,2.7771273801713354
99.0,2.8351935752436064
100.0,2.9564870304682036
101.0,3.031839841722077
102.0,4.9491144020777105
103.0,3.412776151347093
104.0,3.5087298347093636
105.0,3.551644154046042
106.0,3.8459888115765306
107.0,4.124436483808222
108.0,4.250322335271337
109.0,3.937474311981987
110.0,3.695250346578767
111.0,4.392436079861727
112.0,3.8808104172034303
113.0,4.156066410477403
114.0,5.622388833589585
115.0,6.404048282817426
116.0,8.984477046990776
117.0,7.815006022270866
118.0,12.167966629429664
119.0,12.907805951894503
120.0,12.565971820773871
121.0,12.19347582066775
122.0,11.892739892776058
123.0,15.966313510520349
124.0,12.68509537021729
125.0,16.577061365971318
126.0,17.1604044305866
127.0,20.40741767278044
128.0,17.463572620784582
129.0,20.613578341418364
130.0,25.226512205895244
